machine_id,machine_type,timestep,temperature,vibration,pressure,voltage,current,rpm,operating_hours,health_status
M-008,Hydraulic Pump,93,64.07,1.884,4.61,404.72,12.33,1503.0,6837.4,Healthy
M-008,Hydraulic Pump,94,63.33,1.955,4.62,404.32,12.4,1481.5,6845.9,Healthy
M-008,Hydraulic Pump,95,67.11,1.961,4.6,404.77,12.16,1492.2,6854.4,Healthy
M-008,Hydraulic Pump,96,63.5,2.039,4.56,404.07,12.02,1485.1,6862.9,Healthy
M-008,Hydraulic Pump,97,62.67,1.904,4.33,402.92,12.2,1492.9,6871.4,Healthy
M-008,Hydraulic Pump,98,64.36,2.14,4.85,405.81,12.23,1487.8,6879.9,Healthy
M-008,Hydraulic Pump,99,65.35,1.788,4.56,403.06,12.59,1496.6,6888.4,Healthy
M-008,Hydraulic Pump,100,63.41,1.94,4.63,401.94,12.81,1496.6,6896.9,Healthy
M-009,Centrifugal Compressor,1,67.25,2.216,4.74,393.33,17.04,1471.0,1052.4,Healthy
M-009,Centrifugal Compressor,2,68.43,2.02,4.73,395.53,16.68,1471.1,1060.9,Healthy
M-009,Centrifugal Compressor,3,67.37,1.891,4.63,394.95,16.84,1474.5,1069.4,Healthy
M-009,Centrifugal Compressor,4,68.7,2.054,4.61,394.61,16.98,1459.9,1077.9,Healthy
M-009,Centrifugal Compressor,5,62.74,2.31,4.66,394.51,17.17,1464.0,1086.4,Healthy
M-009,Centrifugal Compressor,6,66.67,1.979,4.47,392.16,16.66,1469.9,1094.9,Healthy
M-009,Centrifugal Compressor,7,68.06,1.994,4.39,394.89,16.91,1461.1,1103.4,Healthy
M-009,Centrifugal Compressor,8,68.33,2.116,4.56,392.46,16.96,1457.4,1111.9,Healthy
M-009,Centrifugal Compressor,9,67.1,2.223,4.52,395.04,17.37,1464.0,1120.4,Healthy
M-009,Centrifugal Compressor,10,68.05,2.065,4.67,395.75,16.85,1480.6,1128.9,Healthy
M-009,Centrifugal Compressor,11,67.88,2.256,4.76,395.52,17.54,1466.2,1137.4,Healthy
M-009,Centrifugal Compressor,12,66.31,2.101,4.56,390.67,16.75,1465.2,1145.9,Healthy
M-009,Centrifugal Compressor,13,68.46,1.997,4.76,392.45,16.73,1476.2,1154.4,Healthy
M-009,Centrifugal Compressor,14,67.24,2.079,4.68,392.46,16.94,1464.7,1162.9,Healthy
M-009,Centrifugal Compressor,15,68.66,1.899,4.83,394.62,16.66,1454.3,1171.4,Healthy
M-009,Centrifugal Compressor,16,67.52,1.938,4.6,394.37,17.45,1472.8,1179.9,Healthy
M-009,Centrifugal Compressor,17,66.42,2.074,4.5,390.79,16.62,1473.6,1188.4,Healthy
M-009,Centrifugal Compressor,18,68.12,2.146,4.51,393.45,16.75,1463.3,1196.9,Healthy
M-009,Centrifugal Compressor,19,66.91,1.979,4.69,395.33,16.8,1467.1,1205.4,Healthy
M-009,Centrifugal Compressor,20,68.54,2.271,4.7,395.79,16.97,1472.9,1213.9,Healthy
M-009,Centrifugal Compressor,21,65.9,2.209,4.63,397.85,17.26,1464.1,1222.4,Healthy
M-009,Centrifugal Compressor,22,66.9,2.163,4.7,394.07,17.09,1471.8,1230.9,Healthy
M-009,Centrifugal Compressor,23,65.55,2.187,4.71,397.24,16.8,1464.7,1239.4,Healthy
M-009,Centrifugal Compressor,24,67.43,2.188,4.7,392.39,17.16,1480.7,1247.9,Healthy
M-009,Centrifugal Compressor,25,67.92,2.296,4.76,397.59,17.16,1468.8,1256.4,Healthy
M-009,Centrifugal Compressor,26,67.49,2.1,4.73,393.83,17.71,1457.2,1264.9,Healthy
M-009,Centrifugal Compressor,27,68.16,2.265,4.64,392.64,17.46,1466.3,1273.4,Healthy
M-009,Centrifugal Compressor,28,68.16,2.086,4.83,390.63,17.18,1475.4,1281.9,Healthy
M-009,Centrifugal Compressor,29,67.31,2.136,4.61,394.91,16.47,1458.9,1290.4,Healthy
M-009,Centrifugal Compressor,30,66.24,2.18,4.6,393.78,16.92,1458.7,1298.9,Healthy
M-009,Centrifugal Compressor,31,67.51,2.145,4.74,396.17,17.25,1462.0,1307.4,Healthy
M-009,Centrifugal Compressor,32,66.72,1.995,4.57,395.26,16.8,1476.4,1315.9,Healthy
M-009,Centrifugal Compressor,33,67.14,2.28,4.71,393.31,17.03,1451.3,1324.4,Healthy
M-009,Centrifugal Compressor,34,67.42,2.017,4.54,397.91,17.41,1472.7,1332.9,Healthy
M-009,Centrifugal Compressor,35,68.13,1.951,4.62,394.19,16.45,1460.2,1341.4,Healthy
M-009,Centrifugal Compressor,36,66.53,2.115,4.91,394.83,17.1,1462.6,1349.9,Healthy
M-009,Centrifugal Compressor,37,68.07,1.971,4.85,394.62,16.91,1472.4,1358.4,Healthy
M-009,Centrifugal Compressor,38,66.29,2.199,4.81,394.39,17.79,1469.8,1366.9,Healthy
M-009,Centrifugal Compressor,39,68.4,2.295,4.86,395.39,17.38,1475.8,1375.4,Healthy
M-009,Centrifugal Compressor,40,66.52,1.945,4.71,391.36,17.02,1467.2,1383.9,Healthy
M-009,Centrifugal Compressor,41,67.91,2.16,4.64,396.45,16.79,1447.8,1392.4,Healthy
M-009,Centrifugal Compressor,42,68.35,2.313,4.78,392.54,17.24,1468.2,1400.9,Healthy
M-009,Centrifugal Compressor,43,69.08,2.199,4.85,391.39,16.93,1454.2,1409.4,Healthy
M-009,Centrifugal Compressor,44,70.99,2.346,4.86,391.97,17.54,1475.7,1417.9,Healthy
M-009,Centrifugal Compressor,45,70.47,2.287,4.94,395.41,17.65,1471.9,1426.4,Healthy
M-009,Centrifugal Compressor,46,69.95,2.243,4.87,395.94,17.25,1458.6,1434.9,Healthy
M-009,Centrifugal Compressor,47,70.66,2.488,4.96,394.32,17.53,1465.3,1443.4,Healthy
M-009,Centrifugal Compressor,48,68.8,2.473,5.03,394.9,17.84,1474.4,1451.9,Healthy
M-009,Centrifugal Compressor,49,72.55,2.322,4.94,397.1,16.86,1463.5,1460.4,Healthy
M-009,Centrifugal Compressor,50,72.6,2.249,5.09,396.78,17.05,1477.9,1468.9,Healthy
M-009,Centrifugal Compressor,51,71.35,2.565,5.1,395.01,17.17,1474.7,1477.4,Healthy
M-009,Centrifugal Compressor,52,73.46,2.727,5.03,394.51,17.75,1465.1,1485.9,Healthy
M-009,Centrifugal Compressor,53,74.38,2.548,5.41,394.95,16.72,1465.3,1494.4,Healthy
M-009,Centrifugal Compressor,54,75.62,2.499,5.14,393.19,17.41,1460.8,1502.9,Healthy
M-009,Centrifugal Compressor,55,75.73,2.832,5.04,394.11,17.94,1466.3,1511.4,Healthy
M-009,Centrifugal Compressor,56,77.47,2.448,5.07,398.99,18.16,1460.1,1519.9,Healthy
M-009,Centrifugal Compressor,57,75.94,2.759,5.32,395.15,18.08,1480.8,1528.4,Healthy
M-009,Centrifugal Compressor,58,77.45,2.979,5.29,394.17,18.1,1449.3,1536.9,Healthy
M-009,Centrifugal Compressor,59,78.28,2.89,5.43,394.5,18.51,1458.3,1545.4,Warning
M-009,Centrifugal Compressor,60,78.99,2.825,5.59,395.04,18.91,1457.6,1553.9,Warning
M-009,Centrifugal Compressor,61,77.34,2.717,5.46,396.3,18.75,1471.3,1562.4,Healthy
M-009,Centrifugal Compressor,62,78.61,2.834,5.71,392.97,17.78,1462.2,1570.9,Warning
M-009,Centrifugal Compressor,63,76.77,2.82,5.86,391.74,17.9,1465.2,1579.4,Healthy
M-009,Centrifugal Compressor,64,79.97,3.002,5.52,396.57,18.23,1474.4,1587.9,Warning
M-009,Centrifugal Compressor,65,79.66,3.193,5.9,393.93,18.76,1454.0,1596.4,Warning
M-009,Centrifugal Compressor,66,81.36,3.267,5.87,399.68,18.71,1461.7,1604.9,Warning
M-009,Centrifugal Compressor,67,85.08,3.363,5.72,393.3,18.21,1469.8,1613.4,Warning
M-009,Centrifugal Compressor,68,82.99,3.281,5.77,393.59,18.59,1450.1,1621.9,Warning
M-009,Centrifugal Compressor,69,81.89,3.423,5.83,397.78,19.09,1462.3,1630.4,Warning
M-009,Centrifugal Compressor,70,82.8,3.407,5.96,393.39,18.77,1447.6,1638.9,Warning
M-009,Centrifugal Compressor,71,82.49,3.317,6.14,393.27,18.78,1451.7,1647.4,Warning
M-009,Centrifugal Compressor,72,86.0,3.43,6.18,395.85,18.94,1460.8,1655.9,Warning
M-009,Centrifugal Compressor,73,86.9,3.471,6.19,394.85,18.98,1463.2,1664.4,Warning
M-009,Centrifugal Compressor,74,86.75,3.389,6.17,395.99,19.0,1472.4,1672.9,Warning
M-009,Centrifugal Compressor,75,87.37,3.484,6.37,397.26,19.28,1470.0,1681.4,Warning
M-009,Centrifugal Compressor,76,87.35,3.72,6.31,395.55,20.1,1469.0,1689.9,Warning
M-009,Centrifugal Compressor,77,87.74,3.6,6.42,396.57,19.32,1459.5,1698.4,Warning
M-009,Centrifugal Compressor,78,88.15,3.72,6.49,395.78,19.66,1486.5,1706.9,Warning
M-009,Centrifugal Compressor,79,87.86,3.835,6.55,391.18,19.85,1468.0,1715.4,Warning
M-009,Centrifugal Compressor,80,91.28,3.6,6.58,392.71,20.24,1473.8,1723.9,Critical
M-009,Centrifugal Compressor,81,90.2,3.671,6.68,397.05,18.95,1457.2,1732.4,Critical
M-009,Centrifugal Compressor,82,90.4,4.012,6.69,394.21,19.7,1457.6,1740.9,Critical
M-009,Centrifugal Compressor,83,90.7,4.124,6.93,395.23,19.8,1474.7,1749.4,Critical
M-009,Centrifugal Compressor,84,93.34,3.962,6.85,397.66,19.8,1459.3,1757.9,Critical
M-009,Centrifugal Compressor,85,94.05,4.144,6.96,395.97,19.57,1470.8,1766.4,Critical
M-009,Centrifugal Compressor,86,94.63,4.034,7.04,393.96,19.39,1456.6,1774.9,Critical
M-009,Centrifugal Compressor,87,95.11,4.242,6.94,394.39,19.59,1472.5,1783.4,Critical
M-009,Centrifugal Compressor,88,98.12,4.42,7.18,396.59,19.37,1466.1,1791.9,Critical
M-009,Centrifugal Compressor,89,96.2,4.387,6.9,395.25,20.09,1473.6,1800.4,Critical
M-009,Centrifugal Compressor,90,99.4,4.225,7.12,395.33,20.86,1465.1,1808.9,Critical
M-009,Centrifugal Compressor,91,96.75,4.318,7.3,395.35,20.08,1459.6,1817.4,Critical
M-009,Centrifugal Compressor,92,97.86,4.583,7.25,393.94,20.23,1451.8,1825.9,Critical
M-009,Centrifugal Compressor,93,98.76,4.649,7.28,392.94,20.02,1463.9,1834.4,Critical
M-009,Centrifugal Compressor,94,102.81,4.542,7.47,393.28,20.54,1474.5,1842.9,Critical
M-009,Centrifugal Compressor,95,101.49,4.87,7.66,394.7,20.61,1477.7,1851.4,Critical
M-009,Centrifugal Compressor,96,102.25,4.84,7.79,394.46,20.85,1472.5,1859.9,Critical
M-009,Centrifugal Compressor,97,103.77,4.819,7.53,393.17,20.63,1474.4,1868.4,Critical
M-009,Centrifugal Compressor,98,102.14,4.967,7.8,397.18,20.56,1465.2,1876.9,Critical
M-009,Centrifugal Compressor,99,104.76,4.872,7.82,394.32,21.02,1472.9,1885.4,Critical
M-009,Centrifugal Compressor,100,103.79,5.085,7.95,392.94,21.19,1471.9,1893.9,Critical
M-010,Industrial Robot,1,62.0,1.437,4.52,399.16,12.83,1492.9,3379.0,Healthy
M-010,Industrial Robot,2,61.2,1.347,4.54,402.19,12.23,1489.7,3387.5,Healthy
M-010,Industrial Robot,3,61.07,1.538,4.75,399.82,12.33,1490.1,3396.0,Healthy
M-010,Industrial Robot,4,58.79,1.496,4.57,399.77,12.05,1486.8,3404.5,Healthy
M-010,Industrial Robot,5,61.16,1.529,4.52,403.08,12.45,1479.6,3413.0,Healthy
M-010,Industrial Robot,6,61.5,1.328,4.33,402.11,12.54,1494.1,3421.5,Healthy
M-010,Industrial Robot,7,61.85,1.241,4.51,400.6,11.93,1469.6,3430.0,Healthy
M-010,Industrial Robot,8,61.38,1.39,4.57,400.37,12.52,1491.9,3438.5,Healthy
M-010,Industrial Robot,9,63.09,1.224,4.6,400.17,11.86,1477.8,3447.0,Healthy
M-010,Industrial Robot,10,60.76,1.327,4.63,397.68,12.0,1485.0,3455.5,Healthy
M-010,Industrial Robot,11,62.99,1.408,4.54,398.69,12.75,1483.9,3464.0,Healthy
M-010,Industrial Robot,12,63.23,1.432,4.54,403.92,11.93,1487.0,3472.5,Healthy
M-010,Industrial Robot,13,60.17,1.521,4.72,402.25,12.72,1488.3,3481.0,Healthy
M-010,Industrial Robot,14,61.21,1.206,4.76,399.85,12.12,1500.5,3489.5,Healthy
M-010,Industrial Robot,15,60.48,1.455,4.54,400.19,12.27,1478.2,3498.0,Healthy
M-010,Industrial Robot,16,61.74,1.532,4.55,400.46,11.93,1489.6,3506.5,Healthy
M-010,Industrial Robot,17,60.9,1.496,4.56,400.29,12.68,1495.4,3515.0,Healthy
M-010,Industrial Robot,18,61.98,1.287,4.55,397.85,12.18,1486.9,3523.5,Healthy
M-010,Industrial Robot,19,60.47,1.172,4.49,399.3,11.82,1490.0,3532.0,Healthy
M-010,Industrial Robot,20,63.93,1.529,4.72,399.7,12.7,1484.1,3540.5,Healthy
M-010,Industrial Robot,21,60.88,1.078,4.67,401.99,12.1,1487.8,3549.0,Healthy
M-010,Industrial Robot,22,60.75,1.453,4.67,395.43,12.44,1487.6,3557.5,Healthy
M-010,Industrial Robot,23,61.79,1.462,4.53,398.71,12.22,1497.6,3566.0,Healthy
M-010,Industrial Robot,24,62.15,1.433,4.43,398.16,12.61,1490.2,3574.5,Healthy
M-010,Industrial Robot,25,62.44,1.619,4.66,399.1,12.12,1469.4,3583.0,Healthy
M-010,Industrial Robot,26,61.45,1.367,4.59,398.61,12.18,1475.6,3591.5,Healthy
M-010,Industrial Robot,27,60.52,1.464,4.73,398.72,12.41,1497.5,3600.0,Healthy
M-010,Industrial Robot,28,60.82,1.461,4.49,400.64,12.36,1492.2,3608.5,Healthy
M-010,Industrial Robot,29,61.07,1.518,4.79,396.9,12.21,1491.7,3617.0,Healthy
M-010,Industrial Robot,30,63.19,1.384,4.32,401.63,12.63,1475.9,3625.5,Healthy
M-010,Industrial Robot,31,61.79,1.659,4.77,400.79,12.33,1490.5,3634.0,Healthy
M-010,Industrial Robot,32,62.66,1.628,4.56,397.3,12.77,1489.5,3642.5,Healthy
M-010,Industrial Robot,33,64.78,1.435,4.67,397.07,12.45,1478.0,3651.0,Healthy
M-010,Industrial Robot,34,62.87,1.367,4.77,400.35,11.88,1500.5,3659.5,Healthy
M-010,Industrial Robot,35,66.79,1.57,4.67,404.56,12.06,1490.0,3668.0,Healthy
M-010,Industrial Robot,36,64.37,1.752,4.8,397.92,12.23,1487.1,3676.5,Healthy
M-010,Industrial Robot,37,63.31,1.624,4.74,395.93,13.04,1485.9,3685.0,Healthy
M-010,Industrial Robot,38,63.37,1.626,4.83,395.42,12.75,1481.5,3693.5,Healthy
M-010,Industrial Robot,39,67.34,1.737,4.82,397.42,12.64,1494.8,3702.0,Healthy
M-010,Industrial Robot,40,65.65,1.678,4.9,397.71,12.6,1473.2,3710.5,Healthy
M-010,Industrial Robot,41,67.26,1.77,4.85,402.71,12.79,1481.6,3719.0,Healthy
M-010,Industrial Robot,42,67.54,1.812,5.0,398.06,12.97,1487.8,3727.5,Healthy
M-010,Industrial Robot,43,67.6,1.567,4.95,402.36,12.58,1485.0,3736.0,Healthy
M-010,Industrial Robot,44,66.83,1.682,4.81,398.45,12.95,1489.4,3744.5,Healthy
M-010,Industrial Robot,45,67.63,1.865,5.17,398.53,12.74,1487.6,3753.0,Healthy
M-010,Industrial Robot,46,68.95,2.063,5.05,399.11,13.11,1481.9,3761.5,Healthy
M-010,Industrial Robot,47,68.74,1.751,4.97,399.65,12.9,1491.5,3770.0,Healthy
M-010,Industrial Robot,48,69.15,1.844,5.18,396.45,13.57,1479.0,3778.5,Healthy
M-010,Industrial Robot,49,69.41,1.87,5.28,398.25,12.96,1496.7,3787.0,Healthy
M-010,Industrial Robot,50,70.15,2.092,5.17,396.1,13.22,1487.3,3795.5,Healthy
M-010,Industrial Robot,51,71.35,2.056,5.33,395.67,13.9,1488.5,3804.0,Healthy
M-010,Industrial Robot,52,71.92,2.002,5.38,396.31,13.45,1487.0,3812.5,Healthy
M-010,Industrial Robot,53,71.62,2.222,5.27,397.54,13.5,1506.6,3821.0,Healthy
M-010,Industrial Robot,54,71.91,2.246,5.42,402.8,12.78,1490.6,3829.5,Healthy
M-010,Industrial Robot,55,70.63,1.911,5.5,399.19,13.35,1489.0,3838.0,Healthy
M-010,Industrial Robot,56,76.81,2.219,5.57,397.62,13.6,1487.9,3846.5,Healthy
M-010,Industrial Robot,57,73.12,2.506,5.68,399.19,12.75,1487.0,3855.0,Healthy
M-010,Industrial Robot,58,77.37,2.299,5.71,401.8,13.69,1483.1,3863.5,Healthy
M-010,Industrial Robot,59,71.73,2.447,5.57,399.27,13.23,1487.7,3872.0,Healthy
M-010,Industrial Robot,60,75.23,2.436,5.58,401.31,13.51,1476.5,3880.5,Healthy
M-010,Industrial Robot,61,75.59,2.448,5.75,401.64,13.69,1488.9,3889.0,Healthy
M-010,Industrial Robot,62,74.94,2.582,5.8,398.07,13.17,1501.4,3897.5,Healthy
M-010,Industrial Robot,63,75.34,2.453,5.87,396.52,13.37,1472.9,3906.0,Healthy
M-010,Industrial Robot,64,78.22,2.499,6.17,396.93,13.63,1485.3,3914.5,Warning
M-010,Industrial Robot,65,78.2,2.548,5.98,396.96,13.52,1475.5,3923.0,Warning
M-010,Industrial Robot,66,75.8,2.584,5.94,397.65,14.5,1499.7,3931.5,Healthy
M-010,Industrial Robot,67,78.63,2.472,5.96,397.71,13.9,1484.3,3940.0,Warning
M-010,Industrial Robot,68,78.82,2.683,6.0,399.33,14.31,1482.6,3948.5,Warning
M-010,Industrial Robot,69,81.7,2.654,5.95,399.68,13.96,1492.4,3957.0,Warning
M-010,Industrial Robot,70,77.86,2.981,6.23,395.91,13.79,1503.2,3965.5,Healthy
M-010,Industrial Robot,71,80.44,2.756,5.98,398.21,14.29,1495.6,3974.0,Warning
M-010,Industrial Robot,72,80.23,2.717,6.3,400.93,13.88,1498.5,3982.5,Warning
M-010,Industrial Robot,73,82.54,3.074,6.3,393.87,14.44,1498.3,3991.0,Warning
M-010,Industrial Robot,74,82.02,2.94,6.34,393.11,15.14,1482.6,3999.5,Warning
M-010,Industrial Robot,75,84.29,3.02,6.53,399.73,14.53,1482.7,4008.0,Warning
M-010,Industrial Robot,76,85.24,2.849,6.52,396.72,15.12,1491.1,4016.5,Warning
M-010,Industrial Robot,77,85.66,3.128,6.33,397.19,14.98,1491.2,4025.0,Warning
M-010,Industrial Robot,78,86.91,3.212,6.46,397.32,14.84,1471.3,4033.5,Warning
M-010,Industrial Robot,79,88.11,3.261,6.74,395.75,15.31,1507.7,4042.0,Warning
M-010,Industrial Robot,80,85.13,3.346,6.66,395.82,15.11,1496.5,4050.5,Warning
M-010,Industrial Robot,81,86.61,3.439,6.55,395.92,15.05,1490.1,4059.0,Warning
M-010,Industrial Robot,82,87.09,3.442,6.82,400.63,15.02,1494.7,4067.5,Warning
M-010,Industrial Robot,83,88.04,3.637,6.74,403.12,15.14,1478.8,4076.0,Warning
M-010,Industrial Robot,84,90.84,3.452,6.96,401.36,15.31,1485.1,4084.5,Critical
M-010,Industrial Robot,85,91.0,3.483,6.99,394.61,15.42,1484.7,4093.0,Critical
M-010,Industrial Robot,86,92.45,3.604,7.0,399.89,14.98,1502.8,4101.5,Critical
M-010,Industrial Robot,87,93.49,3.624,7.19,397.78,15.12,1490.2,4110.0,Critical
M-010,Industrial Robot,88,92.26,3.576,7.14,399.53,15.11,1494.0,4118.5,Critical
M-010,Industrial Robot,89,93.42,3.692,7.26,396.48,15.69,1480.5,4127.0,Critical
M-010,Industrial Robot,90,91.69,3.643,7.1,397.82,15.52,1496.6,4135.5,Critical
M-010,Industrial Robot,91,93.29,3.576,7.36,397.24,15.65,1493.4,4144.0,Critical
M-010,Industrial Robot,92,94.57,3.946,7.35,397.19,16.5,1491.4,4152.5,Critical
M-010,Industrial Robot,93,94.81,3.978,7.39,399.71,16.68,1487.7,4161.0,Critical
M-010,Industrial Robot,94,95.26,3.925,7.52,395.9,15.19,1485.2,4169.5,Critical
M-010,Industrial Robot,95,94.34,3.909,7.52,397.13,15.44,1490.4,4178.0,Critical
M-010,Industrial Robot,96,98.0,3.805,7.61,400.55,16.35,1499.6,4186.5,Critical
M-010,Industrial Robot,97,100.28,4.015,7.59,398.08,16.08,1502.1,4195.0,Critical
M-010,Industrial Robot,98,96.69,4.004,7.78,400.95,16.03,1496.7,4203.5,Critical
M-010,Industrial Robot,99,99.38,4.337,7.7,400.97,17.15,1494.6,4212.0,Critical
M-010,Industrial Robot,100,99.71,4.293,7.72,403.69,16.36,1487.7,4220.5,Critical
M-011,CNC Lathe,1,64.58,1.477,4.9,404.74,13.07,1516.2,2433.5,Healthy
M-011,CNC Lathe,2,64.0,1.738,4.81,406.31,12.2,1496.7,2442.0,Healthy
M-011,CNC Lathe,3,65.44,1.41,4.73,407.62,12.26,1512.9,2450.5,Healthy
M-011,CNC Lathe,4,63.26,1.563,4.82,404.85,13.02,1506.6,2459.0,Healthy
M-011,CNC Lathe,5,66.37,1.585,4.65,404.48,12.5,1519.9,2467.5,Healthy
M-011,CNC Lathe,6,66.84,1.621,4.69,407.31,12.15,1514.8,2476.0,Healthy
M-011,CNC Lathe,7,63.58,1.354,4.94,406.3,12.45,1519.7,2484.5,Healthy
M-011,CNC Lathe,8,66.97,1.692,4.82,407.68,12.33,1512.0,2493.0,Healthy
M-011,CNC Lathe,9,64.89,1.511,4.81,407.49,12.62,1515.2,2501.5,Healthy
M-011,CNC Lathe,10,63.11,1.753,4.92,406.56,12.59,1509.9,2510.0,Healthy
M-011,CNC Lathe,11,65.62,1.508,4.94,408.16,12.69,1510.8,2518.5,Healthy
M-011,CNC Lathe,12,63.02,1.711,4.67,408.55,12.16,1499.0,2527.0,Healthy
M-011,CNC Lathe,13,64.72,1.747,4.71,409.95,12.66,1512.9,2535.5,Healthy
M-011,CNC Lathe,14,64.19,1.561,4.85,408.45,12.23,1505.2,2544.0,Healthy
M-011,CNC Lathe,15,64.46,1.772,4.68,409.04,12.45,1498.5,2552.5,Healthy
M-011,CNC Lathe,16,64.16,1.678,4.99,404.1,11.45,1501.2,2561.0,Healthy
M-011,CNC Lathe,17,66.07,1.39,4.96,409.19,12.5,1506.7,2569.5,Healthy
M-011,CNC Lathe,18,64.78,1.679,4.85,410.24,12.34,1501.3,2578.0,Healthy
M-011,CNC Lathe,19,62.94,1.404,4.83,406.29,12.45,1507.4,2586.5,Healthy
M-011,CNC Lathe,20,63.38,1.679,4.56,405.15,12.71,1504.5,2595.0,Healthy
M-011,CNC Lathe,21,65.18,1.509,4.76,407.91,11.99,1517.6,2603.5,Healthy
M-011,CNC Lathe,22,64.77,1.756,4.83,404.62,13.04,1503.8,2612.0,Healthy
M-011,CNC Lathe,23,64.44,1.72,4.62,409.64,12.03,1508.0,2620.5,Healthy
M-011,CNC Lathe,24,65.06,1.6,4.89,403.56,12.69,1518.1,2629.0,Healthy
M-011,CNC Lathe,25,65.95,1.414,4.66,406.07,11.96,1497.2,2637.5,Healthy
M-011,CNC Lathe,26,64.25,1.633,5.09,407.85,13.05,1511.3,2646.0,Healthy
M-011,CNC Lathe,27,65.39,1.588,5.07,405.39,12.24,1518.0,2654.5,Healthy
M-011,CNC Lathe,28,64.96,1.554,4.9,406.67,12.42,1513.5,2663.0,Healthy
M-011,CNC Lathe,29,62.63,1.414,4.91,405.4,12.39,1524.6,2671.5,Healthy
M-011,CNC Lathe,30,64.76,1.591,4.91,405.56,12.87,1518.7,2680.0,Healthy
M-011,CNC Lathe,31,67.28,1.549,4.97,407.87,12.01,1490.9,2688.5,Healthy
M-011,CNC Lathe,32,64.38,1.686,4.9,406.64,12.48,1510.7,2697.0,Healthy
M-011,CNC Lathe,33,66.85,1.499,4.91,405.11,12.21,1521.1,2705.5,Healthy
M-011,CNC Lathe,34,64.74,1.677,5.1,408.43,12.4,1508.7,2714.0,Healthy
M-011,CNC Lathe,35,64.77,1.874,5.04,408.13,12.87,1505.5,2722.5,Healthy
M-011,CNC Lathe,36,64.73,1.81,5.05,409.97,12.56,1508.9,2731.0,Healthy
M-011,CNC Lathe,37,66.65,1.85,4.97,406.65,12.96,1506.7,2739.5,Healthy
M-011,CNC Lathe,38,68.98,1.872,4.84,405.73,12.0,1510.1,2748.0,Healthy
M-011,CNC Lathe,39,67.09,1.924,4.97,407.53,12.95,1513.7,2756.5,Healthy
M-011,CNC Lathe,40,69.45,2.101,5.1,407.57,12.48,1503.5,2765.0,Healthy
M-011,CNC Lathe,41,69.72,1.991,5.02,404.14,12.6,1510.5,2773.5,Healthy
M-011,CNC Lathe,42,68.4,1.933,5.25,407.68,13.06,1492.1,2782.0,Healthy
M-011,CNC Lathe,43,67.38,1.849,5.13,408.44,12.61,1517.0,2790.5,Healthy
M-011,CNC Lathe,44,68.81,1.832,5.11,411.27,12.68,1517.2,2799.0,Healthy
M-011,CNC Lathe,45,68.32,2.179,5.3,407.3,13.16,1515.9,2807.5,Healthy
M-011,CNC Lathe,46,71.61,1.97,5.24,406.86,13.3,1511.1,2816.0,Healthy
M-011,CNC Lathe,47,72.03,2.15,5.32,403.26,12.93,1525.6,2824.5,Healthy
M-011,CNC Lathe,48,71.97,2.033,5.41,408.11,12.93,1521.6,2833.0,Healthy
M-011,CNC Lathe,49,72.63,2.013,5.51,405.94,13.14,1503.5,2841.5,Healthy
M-011,CNC Lathe,50,73.27,2.162,5.53,405.65,13.02,1505.7,2850.0,Healthy
M-011,CNC Lathe,51,73.47,2.134,5.48,405.72,13.46,1497.8,2858.5,Healthy
M-011,CNC Lathe,52,73.79,2.46,5.67,405.52,13.53,1514.1,2867.0,Healthy
M-011,CNC Lathe,53,75.75,1.988,5.7,406.22,13.15,1505.5,2875.5,Healthy
M-011,CNC Lathe,54,72.94,2.252,5.52,407.12,13.67,1509.6,2884.0,Healthy
M-011,CNC Lathe,55,76.81,2.298,5.64,405.81,13.73,1517.3,2892.5,Healthy
M-011,CNC Lathe,56,76.12,2.387,5.58,406.12,14.09,1519.8,2901.0,Healthy
M-011,CNC Lathe,57,76.4,2.394,5.76,406.0,14.04,1505.0,2909.5,Healthy
M-011,CNC Lathe,58,77.69,2.416,5.94,407.61,13.42,1509.2,2918.0,Healthy
M-011,CNC Lathe,59,77.97,2.459,5.85,405.73,14.36,1527.1,2926.5,Healthy
M-011,CNC Lathe,60,79.41,2.544,5.86,405.2,14.33,1519.1,2935.0,Warning
M-011,CNC Lathe,61,79.37,2.569,5.77,403.7,13.87,1507.5,2943.5,Warning
M-011,CNC Lathe,62,77.98,2.681,6.09,405.35,13.45,1506.3,2952.0,Healthy
M-011,CNC Lathe,63,78.05,2.751,6.03,410.52,14.23,1526.2,2960.5,Warning
M-011,CNC Lathe,64,78.18,2.331,6.11,407.0,13.99,1512.4,2969.0,Warning
M-011,CNC Lathe,65,79.08,2.831,6.2,404.36,13.96,1509.3,2977.5,Warning
M-011,CNC Lathe,66,80.19,2.666,6.18,407.28,13.93,1503.0,2986.0,Warning
M-011,CNC Lathe,67,82.07,2.755,6.2,405.88,14.64,1505.9,2994.5,Warning
M-011,CNC Lathe,68,84.22,2.98,6.46,408.09,14.19,1504.3,3003.0,Warning
M-011,CNC Lathe,69,82.31,3.112,6.32,408.08,14.4,1513.7,3011.5,Warning
M-011,CNC Lathe,70,83.67,3.036,6.29,406.21,14.5,1513.0,3020.0,Warning
M-011,CNC Lathe,71,83.36,3.07,6.35,404.31,14.56,1502.1,3028.5,Warning
M-011,CNC Lathe,72,84.85,2.83,6.4,406.1,13.96,1508.7,3037.0,Warning
